file,dcom,lcom
\jfreechart-master\src/main/java/org/jfree/data/xml/CategoryDatasetHandler.java,0.60330576,48
\jfreechart-master\src/main/java/org/jfree/data/xml/CategorySeriesHandler.java,0.58208954,56
\jfreechart-master\src/main/java/org/jfree/data/xml/DatasetReader.java,0.54037267,74
\jfreechart-master\src/main/java/org/jfree/data/xml/DatasetTags.java,0.84210527,9
\jfreechart-master\src/main/java/org/jfree/data/xml/ItemHandler.java,0.589404,62
\jfreechart-master\src/main/java/org/jfree/data/xml/KeyHandler.java,0.6241135,53
\jfreechart-master\src/main/java/org/jfree/data/xml/PieDatasetHandler.java,0.6280992,45
\jfreechart-master\src/main/java/org/jfree/data/xml/RootHandler.java,0.65789473,39
\jfreechart-master\src/main/java/org/jfree/data/xml/ValueHandler.java,0.59183675,60
\jfreechart-master\src/main/java/org/jfree/data/xy/AbstractIntervalXYDataset.java,0.6465517,41
\jfreechart-master\src/main/java/org/jfree/data/xy/AbstractXYDataset.java,0.6888889,28
\jfreechart-master\src/main/java/org/jfree/data/xy/AbstractXYZDataset.java,0.78333336,13
\jfreechart-master\src/main/java/org/jfree/data/xy/CategoryTableXYDataset.java,0.62663186,143
\jfreechart-master\src/main/java/org/jfree/data/xy/DefaultHighLowDataset.java,0.6105528,155
\jfreechart-master\src/main/java/org/jfree/data/xy/DefaultIntervalXYDataset.java,0.6247619,197
\jfreechart-master\src/main/java/org/jfree/data/xy/DefaultOHLCDataset.java,0.6,128
\jfreechart-master\src/main/java/org/jfree/data/xy/DefaultTableXYDataset.java,0.49656358,293
\jfreechart-master\src/main/java/org/jfree/data/xy/DefaultWindDataset.java,0.52791876,186
\jfreechart-master\src/main/java/org/jfree/data/xy/DefaultXYDataset.java,0.58774376,148
\jfreechart-master\src/main/java/org/jfree/data/xy/DefaultXYZDataset.java,0.6069652,158
\jfreechart-master\src/main/java/org/jfree/data/xy/IntervalXYDataset.java,0.919708,11
\jfreechart-master\src/main/java/org/jfree/data/xy/IntervalXYDelegate.java,0.58715594,180
\jfreechart-master\src/main/java/org/jfree/data/xy/IntervalXYZDataset.java,0.8969072,10
\jfreechart-master\src/main/java/org/jfree/data/xy/MatrixSeries.java,0.625,75
\jfreechart-master\src/main/java/org/jfree/data/xy/MatrixSeriesCollection.java,0.60294116,108
\jfreechart-master\src/main/java/org/jfree/data/xy/NormalizedMatrixSeries.java,0.73282444,35
\jfreechart-master\src/main/java/org/jfree/data/xy/OHLCDataItem.java,0.5769231,77
\jfreechart-master\src/main/java/org/jfree/data/xy/OHLCDataset.java,0.9127517,13
\jfreechart-master\src/main/java/org/jfree/data/xy/TableXYDataset.java,0.9298246,4
\jfreechart-master\src/main/java/org/jfree/data/xy/Vector.java,0.64444447,48
\jfreechart-master\src/main/java/org/jfree/data/xy/VectorDataItem.java,0.6923077,36
\jfreechart-master\src/main/java/org/jfree/data/xy/VectorSeries.java,0.72839504,44
\jfreechart-master\src/main/java/org/jfree/data/xy/VectorSeriesCollection.java,0.62046206,115
\jfreechart-master\src/main/java/org/jfree/data/xy/VectorXYDataset.java,0.91780823,6
\jfreechart-master\src/main/java/org/jfree/data/xy/WindDataset.java,0.92537314,5
\jfreechart-master\src/main/java/org/jfree/data/xy/XIntervalDataItem.java,0.6730769,34
\jfreechart-master\src/main/java/org/jfree/data/xy/XIntervalSeries.java,0.75308645,40
\jfreechart-master\src/main/java/org/jfree/data/xy/XIntervalSeriesCollection.java,0.6111111,140
\jfreechart-master\src/main/java/org/jfree/data/xy/XisSymbolic.java,0.9166667,6
\jfreechart-master\src/main/java/org/jfree/data/xy/XYBarDataset.java,0.64788735,125
\jfreechart-master\src/main/java/org/jfree/data/xy/XYCoordinate.java,0.5419355,71
\jfreechart-master\src/main/java/org/jfree/data/xy/XYDataItem.java,0.5810811,93
\jfreechart-master\src/main/java/org/jfree/data/xy/XYDataset.java,0.8981481,11
\jfreechart-master\src/main/java/org/jfree/data/xy/XYDatasetTableModel.java,0.69709545,73
\jfreechart-master\src/main/java/org/jfree/data/xy/XYDomainInfo.java,0.8909091,6
\jfreechart-master\src/main/java/org/jfree/data/xy/XYInterval.java,0.5944056,58
\jfreechart-master\src/main/java/org/jfree/data/xy/XYIntervalDataItem.java,0.58208954,56
\jfreechart-master\src/main/java/org/jfree/data/xy/XYIntervalSeries.java,0.7407407,49
\jfreechart-master\src/main/java/org/jfree/data/xy/XYIntervalSeriesCollection.java,0.6302521,132
\jfreechart-master\src/main/java/org/jfree/data/xy/XYItemKey.java,0.49275362,70
\jfreechart-master\src/main/java/org/jfree/data/xy/XYRangeInfo.java,0.89285713,6
\jfreechart-master\src/main/java/org/jfree/data/xy/XYSeries.java,0.5235426,425
\jfreechart-master\src/main/java/org/jfree/data/xy/XYSeriesCollection.java,0.4759887,371
\jfreechart-master\src/main/java/org/jfree/data/xy/XYZDataset.java,0.9166667,5
\jfreechart-master\src/main/java/org/jfree/data/xy/YInterval.java,0.6339286,41
\jfreechart-master\src/main/java/org/jfree/data/xy/YIntervalDataItem.java,0.6407767,37
\jfreechart-master\src/main/java/org/jfree/data/xy/YIntervalSeries.java,0.76073617,39
\jfreechart-master\src/main/java/org/jfree/data/xy/YIntervalSeriesCollection.java,0.6199377,122
\jfreechart-master\src/main/java/org/jfree/data/xy/YisSymbolic.java,0.91780823,6
\jfreechart-master\src/main/java/org/jfree/data/xy/YWithXInterval.java,0.6465517,41
\jfreechart-master\src/test/java/org/jfree/chart/annotations/CategoryLineAnnotationTest.java,0.3554217,107
\jfreechart-master\src/test/java/org/jfree/chart/annotations/CategoryPointerAnnotationTest.java,0.38853502,96
\jfreechart-master\src/test/java/org/jfree/chart/annotations/CategoryTextAnnotationTest.java,0.47863248,61
\jfreechart-master\src/test/java/org/jfree/chart/annotations/TextAnnotationTest.java,0.42857143,92
\jfreechart-master\src/test/java/org/jfree/chart/annotations/XYBoxAnnotationTest.java,0.34158415,133
\jfreechart-master\src/test/java/org/jfree/chart/annotations/XYDrawableAnnotationTest.java,0.4180791,103
\jfreechart-master\src/test/java/org/jfree/chart/annotations/XYImageAnnotationTest.java,0.9736842,3
\jfreechart-master\src/test/java/org/jfree/chart/annotations/XYLineAnnotationTest.java,0.29281768,128
\jfreechart-master\src/test/java/org/jfree/chart/annotations/XYPointerAnnotationTest.java,0.38853502,96
\jfreechart-master\src/test/java/org/jfree/chart/annotations/XYPolygonAnnotationTest.java,0.37241378,91
\jfreechart-master\src/test/java/org/jfree/chart/annotations/XYShapeAnnotationTest.java,0.36305732,100
\jfreechart-master\src/test/java/org/jfree/chart/annotations/XYTextAnnotationTest.java,0.378882,100
\jfreechart-master\src/test/java/org/jfree/chart/annotations/XYTitleAnnotationTest.java,0.42957747,81
\jfreechart-master\src/test/java/org/jfree/chart/api/RectangleAlignmentTest.java,0.47126436,46
\jfreechart-master\src/test/java/org/jfree/chart/AreaChartTest.java,0.4251497,96
\jfreechart-master\src/test/java/org/jfree/chart/axis/AxisLocationTest.java,0.5949367,32
\jfreechart-master\src/test/java/org/jfree/chart/axis/AxisSpaceTest.java,0.5416667,44
\jfreechart-master\src/test/java/org/jfree/chart/axis/AxisTest.java,0.30084747,165
\jfreechart-master\src/test/java/org/jfree/chart/axis/CategoryAnchorTest.java,0.6103896,30
\jfreechart-master\src/test/java/org/jfree/chart/axis/CategoryAxisTest.java,0.38418078,109
\jfreechart-master\src/test/java/org/jfree/chart/axis/CategoryLabelPositionsTest.java,0.29192546,114
\jfreechart-master\src/test/java/org/jfree/chart/axis/CategoryLabelPositionTest.java,0.3560606,85
\jfreechart-master\src/test/java/org/jfree/chart/axis/CategoryLabelWidthTypeTest.java,0.6184211,29
\jfreechart-master\src/test/java/org/jfree/chart/axis/CategoryTickTest.java,0.39370078,77
\jfreechart-master\src/test/java/org/jfree/chart/axis/CyclicNumberAxisTest.java,0.45901638,66
\jfreechart-master\src/test/java/org/jfree/chart/axis/DateAxisTest.java,0.19617225,840
\jfreechart-master\src/test/java/org/jfree/chart/axis/DateTickMarkPositionTest.java,0.6025641,31
\jfreechart-master\src/test/java/org/jfree/chart/axis/DateTickTest.java,0.40163934,73
\jfreechart-master\src/test/java/org/jfree/chart/axis/DateTickUnitTest.java,0.62666667,28
\jfreechart-master\src/test/java/org/jfree/chart/axis/ExtendedCategoryAxisTest.java,0.42335767,79
\jfreechart-master\src/test/java/org/jfree/chart/axis/LogarithmicAxisTest.java,0.39512196,124
\jfreechart-master\src/test/java/org/jfree/chart/axis/LogAxisTest.java,0.31225297,174
\jfreechart-master\src/test/java/org/jfree/chart/axis/MarkerAxisBandTest.java,0.47959185,51
\jfreechart-master\src/test/java/org/jfree/chart/axis/ModuloAxisTest.java,0.5555556,40
\jfreechart-master\src/test/java/org/jfree/chart/axis/MonthDateFormatTest.java,0.42635658,74
\jfreechart-master\src/test/java/org/jfree/chart/axis/NumberAxisTest.java,0.3837535,220
\jfreechart-master\src/test/java/org/jfree/chart/axis/NumberTickUnitTest.java,0.5494506,41
\jfreechart-master\src/test/java/org/jfree/chart/axis/PeriodAxisLabelInfoTest.java,0.31360948,116
\jfreechart-master\src/test/java/org/jfree/chart/axis/PeriodAxisTest.java,0.2913386,180
\jfreechart-master\src/test/java/org/jfree/chart/axis/QuarterDateFormatTest.java,0.44642857,62
\jfreechart-master\src/test/java/org/jfree/chart/axis/StandardTickUnitSourceTest.java,0.6984127,19
\jfreechart-master\src/test/java/org/jfree/chart/axis/SubCategoryAxisTest.java,0.42647058,78
\jfreechart-master\src/test/java/org/jfree/chart/axis/SymbolAxisTest.java,0.48453608,50
\jfreechart-master\src/test/java/org/jfree/chart/axis/TickUnitsTest.java,0.5875,33
\jfreechart-master\src/test/java/org/jfree/chart/axis/ValueAxisTest.java,0.34741783,139
\jfreechart-master\src/test/java/org/jfree/chart/BarChartTest.java,0.43636364,93
\jfreechart-master\src/test/java/org/jfree/chart/block/AbstractBlockTest.java,0.376,78
\jfreechart-master\src/test/java/org/jfree/chart/block/BlockBorderTest.java,0.5268817,44
\jfreechart-master\src/test/java/org/jfree/chart/block/BlockContainerTest.java,0.5529412,38
\jfreechart-master\src/test/java/org/jfree/chart/block/BorderArrangementTest.java,0.2658228,522
\jfreechart-master\src/test/java/org/jfree/chart/block/ColorBlockTest.java,0.4528302,58
\jfreechart-master\src/test/java/org/jfree/chart/block/ColumnArrangementTest.java,0.47,53
\jfreechart-master\src/test/java/org/jfree/chart/block/EmptyBlockTest.java,0.5280899,42
\jfreechart-master\src/test/java/org/jfree/chart/block/FlowArrangementTest.java,0.47,53
\jfreechart-master\src/test/java/org/jfree/chart/block/GridArrangementTest.java,0.3432836,176
\jfreechart-master\src/test/java/org/jfree/chart/block/LabelBlockTest.java,0.39166668,73
\jfreechart-master\src/test/java/org/jfree/chart/block/LineBorderTest.java,0.48453608,50
\jfreechart-master\src/test/java/org/jfree/chart/block/RectangleConstraintTest.java,0.42372882,68
\jfreechart-master\src/test/java/org/jfree/chart/ChartRenderingInfoTest.java,0.44444445,65
\jfreechart-master\src/test/java/org/jfree/chart/entity/CategoryItemEntityTest.java,0.4234234,64
\jfreechart-master\src/test/java/org/jfree/chart/entity/CategoryLabelEntityTest.java,0.48453608,50
\jfreechart-master\src/test/java/org/jfree/chart/entity/FlowEntityTest.java,0.5212766,45
\jfreechart-master\src/test/java/org/jfree/chart/entity/LegendItemEntityTest.java,0.47,53
\jfreechart-master\src/test/java/org/jfree/chart/entity/PieSectionEntityTest.java,0.41964287,65
\jfreechart-master\src/test/java/org/jfree/chart/entity/StandardEntityCollectionTest.java,0.48,52
\jfreechart-master\src/test/java/org/jfree/chart/entity/TickLabelEntityTest.java,0.51648355,44
\jfreechart-master\src/test/java/org/jfree/chart/entity/XYItemEntityTest.java,0.45192307,57
\jfreechart-master\src/test/java/org/jfree/chart/GanttChartTest.java,0.34962407,173
\jfreechart-master\src/test/java/org/jfree/chart/imagemap/DynamicDriveToolTipTagFragmentGeneratorTest.java,0.73770493,16
\jfreechart-master\src/test/java/org/jfree/chart/imagemap/ImageMapUtilsTest.java,0.44859812,59
\jfreechart-master\src/test/java/org/jfree/chart/imagemap/OverLIBToolTipTagFragmentGeneratorTest.java,0.73770493,16
\jfreechart-master\src/test/java/org/jfree/chart/imagemap/StandardToolTipTagFragmentGeneratorTest.java,0.7627119,14
\jfreechart-master\src/test/java/org/jfree/chart/imagemap/StandardURLTagFragmentGeneratorTest.java,0.75,15
\jfreechart-master\src/test/java/org/jfree/chart/internal/ArgsTest.java,0.7037037,16
\jfreechart-master\src/test/java/org/jfree/chart/internal/CloneUtilsTest.java,0.61538464,30
\jfreechart-master\src/test/java/org/jfree/chart/internal/HashUtilsTest.java,0.71929824,16
\jfreechart-master\src/test/java/org/jfree/chart/internal/LineUtilsTest.java,0.35,78
\jfreechart-master\src/test/java/org/jfree/chart/internal/SerialUtilsTest.java,0.34545454,72
\jfreechart-master\src/test/java/org/jfree/chart/internal/ShapeUtilsTest.java,0.45833334,65
\jfreechart-master\src/test/java/org/jfree/chart/JFreeChartTest.java,0.2787286,295
\jfreechart-master\src/test/java/org/jfree/chart/labels/BoxAndWhiskerToolTipGeneratorTest.java,0.5045045,55
\jfreechart-master\src/test/java/org/jfree/chart/labels/BoxAndWhiskerXYToolTipGeneratorTest.java,0.4351145,74
\jfreechart-master\src/test/java/org/jfree/chart/labels/BubbleXYItemLabelGeneratorTest.java,0.3554217,107
\jfreechart-master\src/test/java/org/jfree/chart/labels/CustomXYItemLabelGeneratorTest.java,0.55172414,39
\jfreechart-master\src/test/java/org/jfree/chart/labels/HighLowItemLabelGeneratorTest.java,0.48623854,56
\jfreechart-master\src/test/java/org/jfree/chart/labels/IntervalCategoryItemLabelGeneratorTest.java,0.45299146,64
\jfreechart-master\src/test/java/org/jfree/chart/labels/IntervalCategoryToolTipGeneratorTest.java,0.4274809,75
\jfreechart-master\src/test/java/org/jfree/chart/labels/ItemLabelAnchorTest.java,0.72131145,17
\jfreechart-master\src/test/java/org/jfree/chart/labels/ItemLabelPositionTest.java,0.73134327,18
\jfreechart-master\src/test/java/org/jfree/chart/labels/MultipleXYSeriesLabelGeneratorTest.java,0.48672566,58
\jfreechart-master\src/test/java/org/jfree/chart/labels/StandardCategoryItemLabelGeneratorTest.java,0.3821656,97
\jfreechart-master\src/test/java/org/jfree/chart/labels/StandardCategorySeriesLabelGeneratorTest.java,0.46280992,65
\jfreechart-master\src/test/java/org/jfree/chart/labels/StandardCategoryToolTipGeneratorTest.java,0.4117647,80
\jfreechart-master\src/test/java/org/jfree/chart/labels/StandardFlowLabelGeneratorTest.java,0.6875,20
\jfreechart-master\src/test/java/org/jfree/chart/labels/StandardPieSectionLabelGeneratorTest.java,0.38686132,84
\jfreechart-master\src/test/java/org/jfree/chart/labels/StandardPieToolTipGeneratorTest.java,0.4140625,75
\jfreechart-master\src/test/java/org/jfree/chart/labels/StandardXYItemLabelGeneratorTest.java,0.35625,103
\jfreechart-master\src/test/java/org/jfree/chart/labels/StandardXYSeriesLabelGeneratorTest.java,0.46666667,64
\jfreechart-master\src/test/java/org/jfree/chart/labels/StandardXYToolTipGeneratorTest.java,0.3941606,83
\jfreechart-master\src/test/java/org/jfree/chart/labels/StandardXYZToolTipGeneratorTest.java,0.3961039,93
\jfreechart-master\src/test/java/org/jfree/chart/labels/SymbolicXYItemLabelGeneratorTest.java,0.5520833,43
\jfreechart-master\src/test/java/org/jfree/chart/legend/LegendGraphicTest.java,0.35204083,127
\jfreechart-master\src/test/java/org/jfree/chart/legend/LegendTitleTest.java,0.37777779,84
\jfreechart-master\src/test/java/org/jfree/chart/legend/PaintScaleLegendTest.java,0.38961038,94
\jfreechart-master\src/test/java/org/jfree/chart/LegendItemCollectionTest.java,0.48623854,56
\jfreechart-master\src/test/java/org/jfree/chart/LegendItemTest.java,0.18412699,257
\jfreechart-master\src/test/java/org/jfree/chart/LineChartTest.java,0.45061728,89
\jfreechart-master\src/test/java/org/jfree/chart/MeterChartTest.java,0.68115944,22
\jfreechart-master\src/test/java/org/jfree/chart/PieChartTest.java,0.63461536,38
\jfreechart-master\src/test/java/org/jfree/chart/plot/CategoryMarkerTest.java,0.37356323,109
\jfreechart-master\src/test/java/org/jfree/chart/plot/CategoryPlotTest.java,0.19051878,905
\jfreechart-master\src/test/java/org/jfree/chart/plot/CombinedDomainCategoryPlotTest.java,0.33471075,161
\jfreechart-master\src/test/java/org/jfree/chart/plot/CombinedDomainXYPlotTest.java,0.34538153,163
\jfreechart-master\src/test/java/org/jfree/chart/plot/CombinedRangeCategoryPlotTest.java,0.33195022,161
\jfreechart-master\src/test/java/org/jfree/chart/plot/CombinedRangeXYPlotTest.java,0.34854773,157
\jfreechart-master\src/test/java/org/jfree/chart/plot/compass/ArrowNeedleTest.java,0.5949367,32
\jfreechart-master\src/test/java/org/jfree/chart/plot/compass/CompassPlotTest.java,0.446281,67
\jfreechart-master\src/test/java/org/jfree/chart/plot/compass/LineNeedleTest.java,0.62666667,28
\jfreechart-master\src/test/java/org/jfree/chart/plot/compass/LongNeedleTest.java,0.62666667,28
\jfreechart-master\src/test/java/org/jfree/chart/plot/compass/MeterNeedleTest.java,0.48235294,44
\jfreechart-master\src/test/java/org/jfree/chart/plot/compass/MiddlePinNeedleTest.java,0.62666667,28
\jfreechart-master\src/test/java/org/jfree/chart/plot/compass/PinNeedleTest.java,0.62666667,28
\jfreechart-master\src/test/java/org/jfree/chart/plot/compass/PlumNeedleTest.java,0.62666667,28
\jfreechart-master\src/test/java/org/jfree/chart/plot/compass/PointerNeedleTest.java,0.62666667,28
\jfreechart-master\src/test/java/org/jfree/chart/plot/compass/ShipNeedleTest.java,0.62666667,28
\jfreechart-master\src/test/java/org/jfree/chart/plot/compass/WindNeedleTest.java,0.62666667,28
\jfreechart-master\src/test/java/org/jfree/chart/plot/CrosshairTest.java,0.32317072,111
\jfreechart-master\src/test/java/org/jfree/chart/plot/DefaultDrawingSupplierTest.java,0.34319526,111
\jfreechart-master\src/test/java/org/jfree/chart/plot/dial/AbstractDialLayerTest.java,0.5714286,39
\jfreechart-master\src/test/java/org/jfree/chart/plot/dial/ArcDialFrameTest.java,0.42753622,79
\jfreechart-master\src/test/java/org/jfree/chart/plot/dial/DialBackgroundTest.java,0.4402985,75
\jfreechart-master\src/test/java/org/jfree/chart/plot/dial/DialCapTest.java,0.41666666,84
\jfreechart-master\src/test/java/org/jfree/chart/plot/dial/DialPlotTest.java,0.30645162,172
\jfreechart-master\src/test/java/org/jfree/chart/plot/dial/DialPointerTest.java,0.4256757,85
\jfreechart-master\src/test/java/org/jfree/chart/plot/dial/DialTextAnnotationTest.java,0.45112783,73
\jfreechart-master\src/test/java/org/jfree/chart/plot/dial/DialValueIndicatorTest.java,0.3806818,109
\jfreechart-master\src/test/java/org/jfree/chart/plot/dial/MyDialLayerChangeListener.java,0.86206895,8
\jfreechart-master\src/test/java/org/jfree/chart/plot/dial/StandardDialFrameTest.java,0.45528457,67
\jfreechart-master\src/test/java/org/jfree/chart/plot/dial/StandardDialRangeTest.java,0.47826087,60
\jfreechart-master\src/test/java/org/jfree/chart/plot/dial/StandardDialScaleTest.java,0.32900432,155
\jfreechart-master\src/test/java/org/jfree/chart/plot/FastScatterPlotTest.java,0.335,133
\jfreechart-master\src/test/java/org/jfree/chart/plot/flow/FlowPlotTest.java,0.25619835,180
\jfreechart-master\src/test/java/org/jfree/chart/plot/IntervalMarkerTest.java,0.4427481,73
\jfreechart-master\src/test/java/org/jfree/chart/plot/MarkerTest.java,0.33333334,244
\jfreechart-master\src/test/java/org/jfree/chart/plot/MeterIntervalTest.java,0.5222222,43
\jfreechart-master\src/test/java/org/jfree/chart/plot/MeterPlotTest.java,0.33640552,144
\jfreechart-master\src/test/java/org/jfree/chart/plot/MyPlotChangeListener.java,0.75949365,19
\jfreechart-master\src/test/java/org/jfree/chart/plot/pie/MultiplePiePlotTest.java,0.36416185,110
\jfreechart-master\src/test/java/org/jfree/chart/plot/pie/PieLabelRecordTest.java,0.44761905,58
\jfreechart-master\src/test/java/org/jfree/chart/plot/pie/PiePlotTest.java,0.21775544,467
\jfreechart-master\src/test/java/org/jfree/chart/plot/PlotOrientationTest.java,0.6865672,21
\jfreechart-master\src/test/java/org/jfree/chart/plot/PlotRenderingInfoTest.java,0.46153846,56
\jfreechart-master\src/test/java/org/jfree/chart/plot/PlotTest.java,0.4,90
\jfreechart-master\src/test/java/org/jfree/chart/plot/PolarPlotTest.java,0.17460318,260
\jfreechart-master\src/test/java/org/jfree/chart/plot/RingPlotTest.java,0.37857142,87
\jfreechart-master\src/test/java/org/jfree/chart/plot/SpiderWebPlotTest.java,0.2779661,213
\jfreechart-master\src/test/java/org/jfree/chart/plot/ThermometerPlotTest.java,0.3508772,111
\jfreechart-master\src/test/java/org/jfree/chart/plot/ValueMarkerTest.java,0.3034826,140
\jfreechart-master\src/test/java/org/jfree/chart/plot/XYPlotTest.java,0.20607029,994
\jfreechart-master\src/test/java/org/jfree/chart/renderer/AbstractRendererTest.java,0.2,552
\jfreechart-master\src/test/java/org/jfree/chart/renderer/AreaRendererEndTypeTest.java,0.6769231,21
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/AbstractCategoryItemRendererTest.java,0.29152542,209
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/AreaRendererTest.java,0.46376812,74
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/BarRendererTest.java,0.34848484,172
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/BoxAndWhiskerRendererTest.java,0.3785425,307
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/CategoryStepRendererTest.java,0.5294118,56
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/DefaultCategoryItemRendererTest.java,0.5463917,44
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/GanttRendererTest.java,0.44166666,67
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/GradientBarPainterTest.java,0.52577317,46
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/GroupedStackedBarRendererTest.java,0.43037975,90
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/IntervalBarRendererTest.java,0.46103895,83
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/LayeredBarRendererTest.java,0.5,68
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/LevelRendererTest.java,0.44198895,101
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/LineAndShapeRendererTest.java,0.292,177
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/MinMaxCategoryRendererTest.java,0.471831,75
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/ScatterRendererTest.java,0.3715847,115
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/StackedAreaRendererTest.java,0.45967743,67
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/StackedBarRendererTest.java,0.456,68
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/StandardBarPainterTest.java,0.5862069,36
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/StatisticalBarRendererTest.java,0.46124032,139
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/StatisticalLineAndShapeRendererTest.java,0.42045453,102
\jfreechart-master\src/test/java/org/jfree/chart/renderer/category/WaterfallBarRendererTest.java,0.5813953,72
\jfreechart-master\src/test/java/org/jfree/chart/renderer/DefaultPolarItemRendererTest.java,0.5319149,44
\jfreechart-master\src/test/java/org/jfree/chart/renderer/GrayPaintScaleTest.java,0.46218488,64
\jfreechart-master\src/test/java/org/jfree/chart/renderer/LookupPaintScaleTest.java,0.3493976,108
\jfreechart-master\src/test/java/org/jfree/chart/renderer/OutlierTest.java,0.5510204,44
\jfreechart-master\src/test/java/org/jfree/chart/renderer/RendererChangeDetector.java,0.7710843,19
\jfreechart-master\src/test/java/org/jfree/chart/renderer/RendererUtilsTest.java,0.31671554,233
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/AbstractXYItemRendererTest.java,0.4025157,95
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/CandlestickRendererTest.java,0.35897437,125
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/ClusteredXYBarRendererTest.java,0.4117647,90
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/DeviationRendererTest.java,0.54,46
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/DeviationStepRendererTest.java,0.54,46
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/GradientXYBarPainterTest.java,0.52577317,46
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/HighLowRendererTest.java,0.40127388,94
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/RendererXYPackageUtils.java,0.61728394,31
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/StackedXYAreaRenderer2Test.java,0.39240506,96
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/StackedXYAreaRendererTest.java,0.3880597,123
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/StackedXYBarRendererTest.java,0.3961039,93
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/StandardXYBarPainterTest.java,0.5862069,36
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/StandardXYItemRendererTest.java,0.2857143,160
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/VectorRendererTest.java,0.5392157,47
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/WindItemRendererTest.java,0.5638298,41
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/XYAreaRenderer2Test.java,0.424581,103
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/XYAreaRendererTest.java,0.31944445,147
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/XYBarRendererTest.java,0.28037384,231
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/XYBlockRendererTest.java,0.38709676,114
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/XYBoxAndWhiskerRendererTest.java,0.38666666,92
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/XYBubbleRendererTest.java,0.3877551,90
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/XYDifferenceRendererTest.java,0.3611111,115
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/XYDotRendererTest.java,0.41830066,89
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/XYErrorRendererTest.java,0.41916168,97
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/XYLineAndShapeRendererTest.java,0.2519084,196
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/XYShapeRendererTest.java,0.35220125,103
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/XYSplineRendererTest.java,0.44537815,66
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/XYStepAreaRendererTest.java,0.42675158,90
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/XYStepRendererTest.java,0.44252872,97
\jfreechart-master\src/test/java/org/jfree/chart/renderer/xy/YIntervalRendererTest.java,0.31132075,146
\jfreechart-master\src/test/java/org/jfree/chart/ScatterPlotTest.java,0.4509804,84
\jfreechart-master\src/test/java/org/jfree/chart/StackedAreaChartTest.java,0.4409938,90
\jfreechart-master\src/test/java/org/jfree/chart/StackedBarChartTest.java,0.43558282,92
\jfreechart-master\src/test/java/org/jfree/chart/StandardChartThemeTest.java,0.3220339,160
\jfreechart-master\src/test/java/org/jfree/chart/swing/ChartPanelTest.java,0.34545454,216
\jfreechart-master\src/test/java/org/jfree/chart/swing/CrosshairOverlayTest.java,0.54022986,40
\jfreechart-master\src/test/java/org/jfree/chart/TestUtils.java,0.40350878,102
\jfreechart-master\src/test/java/org/jfree/chart/text/format/HMSNumberFormatTest.java,0.7169811,15
