file,class,type,dit,lcom*,DIT<5,%DIT<5,lcom*<0.2,%lcom*<0.2
\jfreechart\src\main\java\org\jfree\data\xy\YWithXInterval.java,org.jfree.data.xy.YWithXInterval,class,1,0.4,1,,0,
\jfreechart\src\main\java\org\jfree\chart\axis\NumberAxis.java,org.jfree.chart.axis.NumberAxis,class,3,0.93301445,1,,0,
\jfreechart\src\main\java\org\jfree\chart\annotations\XYTextAnnotation.java,org.jfree.chart.annotations.XYTextAnnotation,class,3,0.86200726,1,,0,
\jfreechart\src\main\java\org\jfree\chart\renderer\category\AreaRenderer.java,org.jfree.chart.renderer.category.AreaRenderer,class,3,0.64285713,1,,0,
\jfreechart\src\main\java\org\jfree\chart\axis\SymbolAxis.java,org.jfree.chart.axis.SymbolAxis,class,4,0.79591835,1,,0,
\jfreechart\src\main\java\org\jfree\chart\axis\ValueTick.java,org.jfree.chart.axis.ValueTick,class,2,0.3,1,,0,
\jfreechart\src\main\java\org\jfree\chart\JFreeChart.java,org.jfree.chart.JFreeChart,class,1,0.9240868,1,,0,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYBarRenderer.java,org.jfree.chart.renderer.xy.XYBarRenderer,class,5,0.88636357,0,,0,
\jfreechart\src\main\java\org\jfree\chart\swing\PolarChartPanel.java,org.jfree.chart.swing.PolarChartPanel,class,2,0.7142857,1,,0,
\jfreechart\src\main\java\org\jfree\data\xy\WindDataset.java,org.jfree.data.xy.WindDataset,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\xml\CategoryDatasetHandler.java,org.jfree.data.xml.CategoryDatasetHandler,class,3,0.2,1,,0,
\jfreechart\src\main\java\org\jfree\chart\event\MarkerChangeEvent.java,org.jfree.chart.event.MarkerChangeEvent,class,2,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\time\SimpleTimePeriod.java,org.jfree.data.time.SimpleTimePeriod,class,1,0.6296296,1,,0,
\jfreechart\src\test\java\org\jfree\chart\plot\pie\PiePlotTest.java,org.jfree.chart.plot.pie.PiePlotTest,class,1,0.9375,1,,0,
\jfreechart\src\test\java\org\jfree\chart\XYStepAreaChartTest.java,org.jfree.chart.XYStepAreaChartTest,class,1,0.2,1,,0,
\jfreechart\src\main\java\org\jfree\chart\event\AxisChangeListener.java,org.jfree.chart.event.AxisChangeListener,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\ClusteredXYBarRenderer.java,org.jfree.chart.renderer.xy.ClusteredXYBarRenderer,class,4,0.75,1,,0,
\jfreechart\src\main\java\org\jfree\data\time\MovingAverage.java,org.jfree.data.time.MovingAverage,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\labels\StandardXYZToolTipGeneratorTest.java,org.jfree.chart.labels.StandardXYZToolTipGeneratorTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\urls\StandardXYURLGeneratorTest.java,org.jfree.chart.urls.StandardXYURLGeneratorTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\entity\PlotEntity.java,org.jfree.chart.entity.PlotEntity,class,2,0.75,1,,0,
\jfreechart\src\test\java\org\jfree\data\function\PowerFunction2DTest.java,org.jfree.data.function.PowerFunction2DTest,class,1,0.75,1,,0,
\jfreechart\src\test\java\org\jfree\chart\plot\compass\PlumNeedleTest.java,org.jfree.chart.plot.compass.PlumNeedleTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\statistics\HistogramBinTest.java,org.jfree.data.statistics.HistogramBinTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\api\UnitType.java,org.jfree.chart.api.UnitType,enum,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\xy\VectorSeriesCollectionTest.java,org.jfree.data.xy.VectorSeriesCollectionTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\block\ColumnArrangement.java,org.jfree.chart.block.ColumnArrangement,class,1,0.78181815,1,,0,
\jfreechart\src\main\java\org\jfree\data\general\AbstractDataset.java,org.jfree.data.general.AbstractDataset,class,1,0.6944444,1,,0,
\jfreechart\src\test\java\org\jfree\chart\plot\compass\LongNeedleTest.java,org.jfree.chart.plot.compass.LongNeedleTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\plot\Zoomable.java,org.jfree.chart.plot.Zoomable,interface,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\xy\XYDataItemTest.java,org.jfree.data.xy.XYDataItemTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\labels\IntervalCategoryToolTipGenerator.java,org.jfree.chart.labels.IntervalCategoryToolTipGenerator,class,3,0.9166666,1,,0,
\jfreechart\src\main\java\org\jfree\chart\plot\pie\MultiplePiePlot.java,org.jfree.chart.plot.pie.MultiplePiePlot,class,2,0.7638889,1,,0,
\jfreechart\src\test\java\org\jfree\data\xy\VectorDataItemTest.java,org.jfree.data.xy.VectorDataItemTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\date\SpreadsheetDate.java,org.jfree.chart.date.SpreadsheetDate,class,2,0.80999994,1,,0,
\jfreechart\src\test\java\org\jfree\chart\urls\TimeSeriesURLGeneratorTest.java,org.jfree.chart.urls.TimeSeriesURLGeneratorTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\category\AbstractCategoryItemRenderer.java,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,class,2,0.9178619,1,,0,
\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialTextAnnotation.java,org.jfree.chart.plot.dial.DialTextAnnotation,class,2,0.7285714,1,,0,
\jfreechart\src\main\java\org\jfree\chart\plot\XYCrosshairState.java,org.jfree.chart.plot.XYCrosshairState,class,2,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\function\LineFunction2D.java,org.jfree.data.function.LineFunction2D,class,1,0.16666667,1,,1,
\jfreechart\src\main\java\org\jfree\chart\labels\StandardCategoryItemLabelGenerator.java,org.jfree.chart.labels.StandardCategoryItemLabelGenerator,class,2,0.92857146,1,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\RendererUtilsTest.java,org.jfree.chart.renderer.RendererUtilsTest$Anonymous4,anonymous,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\annotations\XYShapeAnnotationTest.java,org.jfree.chart.annotations.XYShapeAnnotationTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\flow\DefaultFlowDatasetTest.java,org.jfree.data.flow.DefaultFlowDatasetTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\renderer\RendererUtilsTest.java,org.jfree.chart.renderer.RendererUtilsTest$Anonymous1,anonymous,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\YIntervalRenderer.java,org.jfree.chart.renderer.xy.YIntervalRenderer,class,3,0.6875,1,,0,
\jfreechart\src\main\java\org\jfree\data\xy\XYItemKey.java,org.jfree.data.xy.XYItemKey,class,1,0.125,1,,1,
\jfreechart\src\test\java\org\jfree\chart\renderer\RendererUtilsTest.java,org.jfree.chart.renderer.RendererUtilsTest$Anonymous3,anonymous,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,class,2,0.79682535,1,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\RendererUtilsTest.java,org.jfree.chart.renderer.RendererUtilsTest$Anonymous2,anonymous,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\internal\ArrayUtils.java,org.jfree.chart.internal.ArrayUtils,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\category\SlidingCategoryDataset.java,org.jfree.data.category.SlidingCategoryDataset,class,2,0.4333333,1,,0,
\jfreechart\src\test\java\org\jfree\chart\annotations\XYTitleAnnotationTest.java,org.jfree.chart.annotations.XYTitleAnnotationTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\labels\MultipleXYSeriesLabelGenerator.java,org.jfree.chart.labels.MultipleXYSeriesLabelGenerator,class,1,0.64444447,1,,0,
\jfreechart\src\main\java\org\jfree\chart\urls\StandardXYURLGenerator.java,org.jfree.chart.urls.StandardXYURLGenerator,class,1,0.5714286,1,,0,
\jfreechart\src\main\java\org\jfree\chart\labels\XYToolTipGenerator.java,org.jfree.chart.labels.XYToolTipGenerator,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\time\TimePeriod.java,org.jfree.data.time.TimePeriod,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\WaferMapRenderer.java,org.jfree.chart.renderer.WaferMapRenderer,class,2,0.75238097,1,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\category\WaterfallBarRendererTest.java,org.jfree.chart.renderer.category.WaterfallBarRendererTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\labels\ItemLabelPositionTest.java,org.jfree.chart.labels.ItemLabelPositionTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\axis\NumberAxisTest.java,org.jfree.chart.axis.NumberAxisTest,class,1,0.25,1,,0,
\jfreechart\src\main\java\org\jfree\data\statistics\HistogramDataset.java,org.jfree.data.statistics.HistogramDataset,class,5,0.75757575,0,,0,
\jfreechart\src\main\java\org\jfree\chart\block\Block.java,org.jfree.chart.block.Block,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialScale.java,org.jfree.chart.plot.dial.DialScale,interface,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\xy\XYIntervalDataItemTest.java,org.jfree.data.xy.XYIntervalDataItemTest,class,1,0.75,1,,0,
\jfreechart\src\main\java\org\jfree\chart\plot\CombinedRangeXYPlot.java,org.jfree.chart.plot.CombinedRangeXYPlot,class,3,0.7844828,1,,0,
\jfreechart\src\main\java\org\jfree\chart\labels\XYItemLabelGenerator.java,org.jfree.chart.labels.XYItemLabelGenerator,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\xml\DatasetTags.java,org.jfree.data.xml.DatasetTags,interface,1,NaN,1,,0,
\jfreechart\src\main\java\org\jfree\data\KeyToGroupMap.java,org.jfree.data.KeyToGroupMap,class,1,0.59615386,1,,0,
\jfreechart\src\test\java\org\jfree\chart\plot\dial\MyDialLayerChangeListener.java,org.jfree.chart.plot.dial.MyDialLayerChangeListener,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\swing\editor\DefaultNumberAxisEditor.java,org.jfree.chart.swing.editor.DefaultNumberAxisEditor,class,2,0.35714287,1,,0,
\jfreechart\src\test\java\org\jfree\data\gantt\TaskSeriesTest.java,org.jfree.data.gantt.TaskSeriesTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\xy\XYRangeInfo.java,org.jfree.data.xy.XYRangeInfo,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\swing\ChartMouseEvent.java,org.jfree.chart.swing.ChartMouseEvent,class,1,0.625,1,,0,
\jfreechart\src\test\java\org\jfree\chart\axis\DateTickUnitTest.java,org.jfree.chart.axis.DateTickUnitTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\xml\KeyHandler.java,org.jfree.data.xml.KeyHandler,class,2,0.5555556,1,,0,
\jfreechart\src\main\java\org\jfree\chart\block\LengthConstraintType.java,org.jfree.chart.block.LengthConstraintType,enum,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\swing\editor\FontChooserPanel.java,org.jfree.chart.swing.editor.FontChooserPanel,class,5,0.6111111,0,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\AreaRendererEndTypeTest.java,org.jfree.chart.renderer.AreaRendererEndTypeTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\Range.java,org.jfree.data.Range,class,1,0.65217394,1,,0,
\jfreechart\src\main\java\org\jfree\data\statistics\DefaultMultiValueCategoryDataset.java,org.jfree.data.statistics.DefaultMultiValueCategoryDataset,class,2,0.675,1,,0,
\jfreechart\src\test\java\org\jfree\chart\plot\IntervalMarkerTest.java,org.jfree.chart.plot.IntervalMarkerTest,class,1,0.5,1,,0,
\jfreechart\src\main\java\org\jfree\chart\plot\CombinedDomainCategoryPlot.java,org.jfree.chart.plot.CombinedDomainCategoryPlot,class,3,0.77884614,1,,0,
\jfreechart\src\test\java\org\jfree\data\time\TimePeriodAnchorTest.java,org.jfree.data.time.TimePeriodAnchorTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\category\DefaultIntervalCategoryDatasetTest.java,org.jfree.data.category.DefaultIntervalCategoryDatasetTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\gantt\TaskSeriesCollectionTest.java,org.jfree.data.gantt.TaskSeriesCollectionTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\plot\compass\PinNeedleTest.java,org.jfree.chart.plot.compass.PinNeedleTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\xy\XisSymbolic.java,org.jfree.data.xy.XisSymbolic,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\axis\CategoryLabelPosition.java,org.jfree.chart.axis.CategoryLabelPosition,class,1,0.6785714,1,,0,
\jfreechart\src\main\java\org\jfree\chart\swing\Overlay.java,org.jfree.chart.swing.Overlay,interface,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\block\RectangleConstraintTest.java,org.jfree.chart.block.RectangleConstraintTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\plot\PlotTest.java,org.jfree.chart.plot.PlotTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\LineChartTest.java,org.jfree.chart.LineChartTest,class,1,0.16666667,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYSplineRenderer.java,org.jfree.chart.renderer.xy.XYSplineRenderer$FillType,enum,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\text\TextLine.java,org.jfree.chart.text.TextLine,class,1,0.53846157,1,,0,
\jfreechart\src\main\java\org\jfree\data\time\TimePeriodValuesCollection.java,org.jfree.data.time.TimePeriodValuesCollection,class,5,0.7246377,0,,0,
\jfreechart\src\test\java\org\jfree\chart\internal\SerialUtilsTest.java,org.jfree.chart.internal.SerialUtilsTest$ObjectWithMapOfStroke,innerclass,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\plot\Crosshair.java,org.jfree.chart.plot.Crosshair,class,1,0.82343745,1,,0,
\jfreechart\src\main\java\org\jfree\chart\text\format\LogFormat.java,org.jfree.chart.text.format.LogFormat,class,3,0.6212121,1,,0,
\jfreechart\src\main\java\org\jfree\chart\axis\ModuloAxis.java,org.jfree.chart.axis.ModuloAxis,class,4,0.39215687,1,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\xy\XYBubbleRendererTest.java,org.jfree.chart.renderer.xy.XYBubbleRendererTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\StackedAreaChartTest.java,org.jfree.chart.StackedAreaChartTest,class,1,0.16666667,1,,1,
\jfreechart\src\main\java\org\jfree\chart\entity\ChartEntity.java,org.jfree.chart.entity.ChartEntity,class,1,0.70000005,1,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\category\AreaRendererTest.java,org.jfree.chart.renderer.category.AreaRendererTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StandardXYItemRendererTest.java,org.jfree.chart.renderer.xy.StandardXYItemRendererTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\entity\EntityCollection.java,org.jfree.chart.entity.EntityCollection,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\Values2D.java,org.jfree.data.Values2D,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\plot\compass\ShipNeedle.java,org.jfree.chart.plot.compass.ShipNeedle,class,2,1,1,,0,
\jfreechart\src\main\java\org\jfree\chart\swing\ChartFrame.java,org.jfree.chart.swing.ChartFrame,class,6,0.33333334,0,,0,
\jfreechart\src\test\java\org\jfree\chart\entity\CategoryLabelEntityTest.java,org.jfree.chart.entity.CategoryLabelEntityTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\block\AbstractBlockTest.java,org.jfree.chart.block.AbstractBlockTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\RangeTest.java,org.jfree.data.RangeTest,class,1,0.7692308,1,,0,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\DefaultXYItemRenderer.java,org.jfree.chart.renderer.xy.DefaultXYItemRenderer,class,4,NaN,1,,0,
\jfreechart\src\test\java\org\jfree\chart\plot\compass\ArrowNeedleTest.java,org.jfree.chart.plot.compass.ArrowNeedleTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\DomainOrderTest.java,org.jfree.data.DomainOrderTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\block\GridArrangement.java,org.jfree.chart.block.GridArrangement,class,1,0.7142857,1,,0,
\jfreechart\src\test\java\org\jfree\chart\axis\SubCategoryAxisTest.java,org.jfree.chart.axis.SubCategoryAxisTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\statistics\RegressionTest.java,org.jfree.data.statistics.RegressionTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\block\EmptyBlockTest.java,org.jfree.chart.block.EmptyBlockTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\time\ohlc\OHLCItemTest.java,org.jfree.data.time.ohlc.OHLCItemTest,class,1,0.8,1,,0,
\jfreechart\src\test\java\org\jfree\data\function\NormalDistributionFunction2DTest.java,org.jfree.data.function.NormalDistributionFunction2DTest,class,1,0.75,1,,0,
\jfreechart\src\main\java\org\jfree\data\xy\XYSeriesCollection.java,org.jfree.data.xy.XYSeriesCollection,class,5,0.72649574,0,,0,
\jfreechart\src\test\java\org\jfree\chart\legend\PaintScaleLegendTest.java,org.jfree.chart.legend.PaintScaleLegendTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\PaintScale.java,org.jfree.chart.renderer.PaintScale,interface,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\annotations\XYDrawableAnnotationTest.java,org.jfree.chart.annotations.XYDrawableAnnotationTest$TestDrawable,innerclass,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\XYStepChartTest.java,org.jfree.chart.XYStepChartTest,class,1,0.2,1,,0,
\jfreechart\src\main\java\org\jfree\chart\api\LengthAdjustmentType.java,org.jfree.chart.api.LengthAdjustmentType,enum,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\internal\LineUtilsTest.java,org.jfree.chart.internal.LineUtilsTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\KeyedValue.java,org.jfree.data.KeyedValue,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\labels\HighLowItemLabelGenerator.java,org.jfree.chart.labels.HighLowItemLabelGenerator,class,1,0.5238095,1,,0,
\jfreechart\src\main\java\org\jfree\chart\api\SortOrder.java,org.jfree.chart.api.SortOrder,enum,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\xy\IntervalXYDelegate.java,org.jfree.data.xy.IntervalXYDelegate,class,1,0.7651515,1,,0,
\jfreechart\src\test\java\org\jfree\chart\plot\PolarPlotTest.java,org.jfree.chart.plot.PolarPlotTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\general\DatasetUtilsTest.java,org.jfree.data.general.DatasetUtilsTest,class,1,0.4,1,,0,
\jfreechart\src\test\java\org\jfree\data\xy\CategoryTableXYDatasetTest.java,org.jfree.data.xy.CategoryTableXYDatasetTest,class,1,0.6666667,1,,0,
\jfreechart\src\main\java\org\jfree\data\KeyedObjects2D.java,org.jfree.data.KeyedObjects2D,class,1,0.60227275,1,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\xy\HighLowRendererTest.java,org.jfree.chart.renderer.xy.HighLowRendererTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\swing\ApplicationFrame.java,org.jfree.chart.swing.ApplicationFrame,class,6,0,0,,1,
\jfreechart\src\main\java\org\jfree\data\time\TimeSeriesTableModel.java,org.jfree.data.time.TimeSeriesTableModel,class,2,0.75,1,,0,
\jfreechart\src\main\java\org\jfree\chart\entity\LegendItemEntity.java,org.jfree.chart.entity.LegendItemEntity,class,2,0.71875,1,,0,
\jfreechart\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,class,5,0.75757575,0,,0,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,class,3,0.80500007,1,,0,
\jfreechart\src\main\java\org\jfree\chart\plot\ValueMarker.java,org.jfree.chart.plot.ValueMarker,class,2,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\encoders\SunJPEGEncoderAdapter.java,org.jfree.chart.encoders.SunJPEGEncoderAdapter,class,1,0.5714286,1,,0,
\jfreechart\src\test\java\org\jfree\data\time\ohlc\OHLCSeriesCollectionTest.java,org.jfree.data.time.ohlc.OHLCSeriesCollectionTest,class,1,0.7777778,1,,0,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer.java,org.jfree.chart.renderer.xy.XYAreaRenderer,class,5,0.8566433,0,,0,
\jfreechart\src\test\java\org\jfree\chart\legend\LegendTitleTest.java,org.jfree.chart.legend.LegendTitleTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\DefaultKeyedValues2DTest.java,org.jfree.data.DefaultKeyedValues2DTest,class,1,0.78571427,1,,0,
\jfreechart\src\main\java\org\jfree\chart\axis\NumberTickUnitSource.java,org.jfree.chart.axis.NumberTickUnitSource,class,1,0.71666664,1,,0,
\jfreechart\src\main\java\org\jfree\chart\swing\editor\ChartEditorFactory.java,org.jfree.chart.swing.editor.ChartEditorFactory,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\urls\CustomPieURLGenerator.java,org.jfree.chart.urls.CustomPieURLGenerator,class,1,0.5625,1,,0,
\jfreechart\src\test\java\org\jfree\chart\StackedAreaChartTest.java,org.jfree.chart.StackedAreaChartTest$LocalListener,innerclass,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\urls\CustomXYURLGeneratorTest.java,org.jfree.chart.urls.CustomXYURLGeneratorTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\annotations\XYShapeAnnotation.java,org.jfree.chart.annotations.XYShapeAnnotation,class,3,0.37777779,1,,0,
\jfreechart\src\main\java\org\jfree\data\xy\DefaultTableXYDataset.java,org.jfree.data.xy.DefaultTableXYDataset,class,5,0.71666664,0,,0,
\jfreechart\src\test\java\org\jfree\chart\internal\CloneUtilsTest.java,org.jfree.chart.internal.CloneUtilsTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\internal\SerialUtilsTest.java,org.jfree.chart.internal.SerialUtilsTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\api\RectangleAlignmentTest.java,org.jfree.chart.api.RectangleAlignmentTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\text\format\RelativeDateFormatTest.java,org.jfree.chart.text.format.RelativeDateFormatTest,class,1,0.75,1,,0,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYBoxAndWhiskerRenderer.java,org.jfree.chart.renderer.xy.XYBoxAndWhiskerRenderer,class,3,0.8086957,1,,0,
\jfreechart\src\main\java\org\jfree\chart\renderer\category\BarPainter.java,org.jfree.chart.renderer.category.BarPainter,interface,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\imagemap\StandardToolTipTagFragmentGeneratorTest.java,org.jfree.chart.imagemap.StandardToolTipTagFragmentGeneratorTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\axis\AxisCollection.java,org.jfree.chart.axis.AxisCollection,class,1,0.5,1,,0,
\jfreechart\src\main\java\org\jfree\chart\plot\compass\PinNeedle.java,org.jfree.chart.plot.compass.PinNeedle,class,2,1,1,,0,
\jfreechart\src\main\java\org\jfree\chart\util\AttrStringUtils.java,org.jfree.chart.util.AttrStringUtils,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\general\DatasetUtils.java,org.jfree.data.general.DatasetUtils,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\category\GroupedStackedBarRenderer.java,org.jfree.chart.renderer.category.GroupedStackedBarRenderer,class,5,0.5,0,,0,
\jfreechart\src\test\java\org\jfree\chart\axis\LogarithmicAxisTest.java,org.jfree.chart.axis.LogarithmicAxisTest,class,2,0.35,1,,0,
\jfreechart\src\test\java\org\jfree\chart\MeterChartTest.java,org.jfree.chart.MeterChartTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\labels\ItemLabelAnchor.java,org.jfree.chart.labels.ItemLabelAnchor,enum,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\title\ShortTextTitle.java,org.jfree.chart.title.ShortTextTitle,class,4,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\labels\StandardXYToolTipGenerator.java,org.jfree.chart.labels.StandardXYToolTipGenerator,class,2,0.9,1,,0,
\jfreechart\src\main\java\org\jfree\chart\legend\LegendItem.java,org.jfree.chart.legend.LegendItem,class,1,0.87201583,1,,0,
\jfreechart\src\test\java\org\jfree\chart\plot\CombinedDomainXYPlotTest.java,org.jfree.chart.plot.CombinedDomainXYPlotTest,class,1,0.8,1,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\xy\AbstractXYItemRendererTest.java,org.jfree.chart.renderer.xy.AbstractXYItemRendererTest,class,1,0.75,1,,0,
\jfreechart\src\main\java\org\jfree\data\time\TimeSeriesCollection.java,org.jfree.data.time.TimeSeriesCollection,class,5,0.7565789,0,,0,
\jfreechart\src\main\java\org\jfree\chart\text\AttributedStringUtils.java,org.jfree.chart.text.AttributedStringUtils,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\renderer\AbstractRendererTest.java,org.jfree.chart.renderer.AbstractRendererTest$MyRendererChangeListener,innerclass,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\axis\DateTick.java,org.jfree.chart.axis.DateTick,class,3,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\time\TimePeriodFormatException.java,org.jfree.data.time.TimePeriodFormatException,class,5,0,0,,1,
\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialPlot.java,org.jfree.chart.plot.dial.DialPlot,class,2,0.8670635,1,,0,
\jfreechart\src\main\java\org\jfree\chart\legend\LegendItemSource.java,org.jfree.chart.legend.LegendItemSource,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYDifferenceRenderer.java,org.jfree.chart.renderer.xy.XYDifferenceRenderer,class,3,0.81333333,1,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\xy\XYStepRendererTest.java,org.jfree.chart.renderer.xy.XYStepRendererTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\time\TimeSeriesDataItemTest.java,org.jfree.data.time.TimeSeriesDataItemTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\axis\Axis.java,org.jfree.chart.axis.Axis,class,1,0.95451766,1,,0,
\jfreechart\src\test\java\org\jfree\data\xy\DefaultIntervalXYDatasetTest.java,org.jfree.data.xy.DefaultIntervalXYDatasetTest,class,1,0.5294118,1,,0,
