file,class,type,dit,lcom*,DIT<5,%DIT<5,lcom*<0.2,%lcom*<0.2
\jfreechart\src\test\java\org\jfree\chart\annotations\XYPointerAnnotationTest.java,org.jfree.chart.annotations.XYPointerAnnotationTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\xy\YIntervalTest.java,org.jfree.data.xy.YIntervalTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\renderer\xy\XYSplineRendererTest.java,org.jfree.chart.renderer.xy.XYSplineRendererTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer2.java,org.jfree.chart.renderer.xy.StackedXYAreaRenderer2,class,4,0.7916666,1,,0,
\jfreechart\src\test\java\org\jfree\chart\axis\CategoryLabelPositionsTest.java,org.jfree.chart.axis.CategoryLabelPositionsTest,class,1,0.5,1,,0,
\jfreechart\src\main\java\org\jfree\chart\entity\CategoryItemEntity.java,org.jfree.chart.entity.CategoryItemEntity,class,2,0.5833333,1,,0,
\jfreechart\src\test\java\org\jfree\data\general\DefaultKeyedValueDatasetTest.java,org.jfree.data.general.DefaultKeyedValueDatasetTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\DataUtils.java,org.jfree.data.DataUtils,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\xy\YIntervalSeriesCollectionTest.java,org.jfree.data.xy.YIntervalSeriesCollectionTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYLineAndShapeRenderer.java,org.jfree.chart.renderer.xy.XYLineAndShapeRenderer,class,5,0.8703704,0,,0,
\jfreechart\src\main\java\org\jfree\data\general\DefaultPieDataset.java,org.jfree.data.general.DefaultPieDataset,class,2,0.57894737,1,,0,
\jfreechart\src\main\java\org\jfree\data\statistics\MeanAndStandardDeviation.java,org.jfree.data.statistics.MeanAndStandardDeviation,class,1,0.48148146,1,,0,
\jfreechart\src\main\java\org\jfree\chart\labels\CrosshairLabelGenerator.java,org.jfree.chart.labels.CrosshairLabelGenerator,interface,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\xy\TableXYDatasetTest.java,org.jfree.data.xy.TableXYDatasetTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\xy\XIntervalSeriesCollection.java,org.jfree.data.xy.XIntervalSeriesCollection,class,5,0.22727273,0,,0,
\jfreechart\src\main\java\org\jfree\chart\annotations\XYAnnotationBoundsInfo.java,org.jfree.chart.annotations.XYAnnotationBoundsInfo,interface,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\RangeTypeTest.java,org.jfree.data.RangeTypeTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\xy\XYSeries.java,org.jfree.data.xy.XYSeries,class,2,0.8419754,1,,0,
\jfreechart\src\test\java\org\jfree\chart\PieChartTest.java,org.jfree.chart.PieChartTest,class,1,0.33333334,1,,0,
\jfreechart\src\main\java\org\jfree\data\time\ohlc\OHLCSeriesCollection.java,org.jfree.data.time.ohlc.OHLCSeriesCollection,class,4,0.64285713,1,,0,
\jfreechart\src\main\java\org\jfree\chart\labels\AbstractCategoryItemLabelGenerator.java,org.jfree.chart.labels.AbstractCategoryItemLabelGenerator,class,1,0.6282051,1,,0,
\jfreechart\src\main\java\org\jfree\chart\text\TextAnchor.java,org.jfree.chart.text.TextAnchor,enum,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\flow\DefaultFlowDataset.java,org.jfree.data.flow.DefaultFlowDataset,class,2,0.72058827,1,,0,
\jfreechart\src\main\java\org\jfree\chart\ChartColor.java,org.jfree.chart.ChartColor,class,2,0.5,1,,0,
\jfreechart\src\main\java\org\jfree\data\KeyedValueComparatorType.java,org.jfree.data.KeyedValueComparatorType,enum,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\statistics\HistogramDatasetTest.java,org.jfree.data.statistics.HistogramDatasetTest,class,1,0.6818182,1,,0,
\jfreechart\src\main\java\org\jfree\chart\util\PaintAlpha.java,org.jfree.chart.util.PaintAlpha,class,1,0.75,1,,0,
\jfreechart\src\main\java\org\jfree\chart\annotations\CategoryPointerAnnotation.java,org.jfree.chart.annotations.CategoryPointerAnnotation,class,4,0.82298136,1,,0,
\jfreechart\src\test\java\org\jfree\data\xy\OHLCDataItemTest.java,org.jfree.data.xy.OHLCDataItemTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\renderer\category\GradientBarPainterTest.java,org.jfree.chart.renderer.category.GradientBarPainterTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialLayerChangeListener.java,org.jfree.chart.plot.dial.DialLayerChangeListener,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\util\StandardGradientPaintTransformer.java,org.jfree.chart.util.StandardGradientPaintTransformer,class,1,0.64285713,1,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\xy\XYShapeRendererTest.java,org.jfree.chart.renderer.xy.XYShapeRendererTest,class,1,0.4,1,,0,
\jfreechart\src\test\java\org\jfree\data\statistics\BoxAndWhiskerCalculatorTest.java,org.jfree.data.statistics.BoxAndWhiskerCalculatorTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\axis\TickUnitSource.java,org.jfree.chart.axis.TickUnitSource,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\plot\CategoryMarker.java,org.jfree.chart.plot.CategoryMarker,class,2,0.3888889,1,,0,
\jfreechart\src\main\java\org\jfree\data\xy\MatrixSeriesCollection.java,org.jfree.data.xy.MatrixSeriesCollection,class,5,0.59375,0,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\xy\XYLineAndShapeRendererTest.java,org.jfree.chart.renderer.xy.XYLineAndShapeRendererTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\block\AbstractBlock.java,org.jfree.chart.block.AbstractBlock,class,1,0.7993421,1,,0,
\jfreechart\src\test\java\org\jfree\chart\plot\compass\LineNeedleTest.java,org.jfree.chart.plot.compass.LineNeedleTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\time\TimePeriodValueTest.java,org.jfree.data.time.TimePeriodValueTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\annotations\AbstractXYAnnotation.java,org.jfree.chart.annotations.AbstractXYAnnotation,class,2,0.3888889,1,,0,
\jfreechart\src\main\java\org\jfree\chart\title\ImageTitle.java,org.jfree.chart.title.ImageTitle,class,3,0.16666667,1,,1,
\jfreechart\src\main\java\org\jfree\data\xy\MatrixSeries.java,org.jfree.data.xy.MatrixSeries,class,2,0.72727275,1,,0,
\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieToolTipGenerator.java,org.jfree.chart.labels.StandardPieToolTipGenerator,class,2,0.85714287,1,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\LookupPaintScaleTest.java,org.jfree.chart.renderer.LookupPaintScaleTest,class,1,0.5,1,,0,
\jfreechart\src\test\java\org\jfree\chart\plot\CategoryMarkerTest.java,org.jfree.chart.plot.CategoryMarkerTest,class,1,0.5,1,,0,
\jfreechart\src\test\java\org\jfree\chart\axis\CyclicNumberAxisTest.java,org.jfree.chart.axis.CyclicNumberAxisTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\labels\FlowLabelGenerator.java,org.jfree.chart.labels.FlowLabelGenerator,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\JFreeChart.java,org.jfree.chart.JFreeChart$Anonymous1,anonymous,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\time\TimeSeriesDataItem.java,org.jfree.data.time.TimeSeriesDataItem,class,1,0.5925926,1,,0,
\jfreechart\src\main\java\org\jfree\chart\encoders\ImageEncoder.java,org.jfree.chart.encoders.ImageEncoder,interface,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\StackedBarChartTest.java,org.jfree.chart.StackedBarChartTest$LocalListener,innerclass,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\time\SimpleTimePeriodTest.java,org.jfree.data.time.SimpleTimePeriodTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\category\DefaultCategoryDatasetTest.java,org.jfree.data.category.DefaultCategoryDatasetTest,class,1,0.85714287,1,,0,
\jfreechart\src\main\java\org\jfree\chart\renderer\category\MinMaxCategoryRenderer.java,org.jfree.chart.renderer.category.MinMaxCategoryRenderer,class,3,0.83684206,1,,0,
\jfreechart\src\test\java\org\jfree\chart\internal\HashUtilsTest.java,org.jfree.chart.internal.HashUtilsTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\plot\SpiderWebPlot.java,org.jfree.chart.plot.SpiderWebPlot,class,2,0.93324363,1,,0,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYItemRendererState.java,org.jfree.chart.renderer.xy.XYItemRendererState,class,2,0.71428573,1,,0,
\jfreechart\src\test\java\org\jfree\chart\swing\CrosshairOverlayTest.java,org.jfree.chart.swing.CrosshairOverlayTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\xy\XYBarDataset.java,org.jfree.data.xy.XYBarDataset,class,5,0.47727272,0,,0,
\jfreechart\src\main\java\org\jfree\data\resources\DataPackageResources_pl.java,org.jfree.data.resources.DataPackageResources_pl,class,3,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\annotations\XYLineAnnotationTest.java,org.jfree.chart.annotations.XYLineAnnotationTest,class,1,0.85714287,1,,0,
\jfreechart\src\main\java\org\jfree\data\time\Hour.java,org.jfree.data.time.Hour,class,2,0.75595236,1,,0,
\jfreechart\src\test\java\org\jfree\chart\axis\MarkerAxisBandTest.java,org.jfree.chart.axis.MarkerAxisBandTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\xy\XYDatasetTableModel.java,org.jfree.data.xy.XYDatasetTableModel,class,2,0.4,1,,0,
\jfreechart\src\test\java\org\jfree\data\time\MillisecondTest.java,org.jfree.data.time.MillisecondTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\time\WeekTest.java,org.jfree.data.time.WeekTest,class,1,0.9324324,1,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\GrayPaintScaleTest.java,org.jfree.chart.renderer.GrayPaintScaleTest,class,1,0.8,1,,0,
\jfreechart\src\main\java\org\jfree\chart\axis\NumberTickUnit.java,org.jfree.chart.axis.NumberTickUnit,class,2,0.5714286,1,,0,
\jfreechart\src\main\java\org\jfree\chart\title\TextTitle.java,org.jfree.chart.title.TextTitle,class,3,0.83547014,1,,0,
\jfreechart\src\test\java\org\jfree\chart\labels\CustomXYItemLabelGeneratorTest.java,org.jfree.chart.labels.CustomXYItemLabelGeneratorTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\statistics\StatisticalCategoryDataset.java,org.jfree.data.statistics.StatisticalCategoryDataset,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\labels\IntervalCategoryItemLabelGenerator.java,org.jfree.chart.labels.IntervalCategoryItemLabelGenerator,class,3,0.875,1,,0,
\jfreechart\src\main\java\org\jfree\chart\swing\editor\FontDisplayField.java,org.jfree.chart.swing.editor.FontDisplayField,class,6,0.625,0,,0,
\jfreechart\src\test\java\org\jfree\chart\axis\DateTickMarkPositionTest.java,org.jfree.chart.axis.DateTickMarkPositionTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\renderer\category\StandardBarPainterTest.java,org.jfree.chart.renderer.category.StandardBarPainterTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\event\ChartChangeEvent.java,org.jfree.chart.event.ChartChangeEvent,class,1,0.5,1,,0,
\jfreechart\src\main\java\org\jfree\data\xml\ItemHandler.java,org.jfree.data.xml.ItemHandler,class,2,0.5357143,1,,0,
\jfreechart\src\main\java\org\jfree\chart\text\TextBlockAnchor.java,org.jfree.chart.text.TextBlockAnchor,enum,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\axis\LogTick.java,org.jfree.chart.axis.LogTick,class,3,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\swing\editor\DefaultChartEditor.java,org.jfree.chart.swing.editor.DefaultChartEditor,class,5,0.675,0,,0,
\jfreechart\src\test\java\org\jfree\chart\labels\HighLowItemLabelGeneratorTest.java,org.jfree.chart.labels.HighLowItemLabelGeneratorTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\general\SeriesException.java,org.jfree.data.general.SeriesException,class,4,1,1,,0,
\jfreechart\src\main\java\org\jfree\data\general\HeatMapUtils.java,org.jfree.data.general.HeatMapUtils,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\category\LevelRenderer.java,org.jfree.chart.renderer.category.LevelRenderer,class,3,0.7692308,1,,0,
\jfreechart\src\main\java\org\jfree\chart\event\ChartProgressListener.java,org.jfree.chart.event.ChartProgressListener,interface,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\renderer\category\StackedAreaRendererTest.java,org.jfree.chart.renderer.category.StackedAreaRendererTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYDotRenderer.java,org.jfree.chart.renderer.xy.XYDotRenderer,class,3,0.6923077,1,,0,
\jfreechart\src\main\java\org\jfree\chart\legend\LegendTitle.java,org.jfree.chart.legend.LegendTitle,class,2,0.887395,1,,0,
\jfreechart\src\main\java\org\jfree\chart\text\TextBox.java,org.jfree.chart.text.TextBox,class,1,0.7377778,1,,0,
\jfreechart\src\test\java\org\jfree\chart\annotations\CategoryTextAnnotationTest.java,org.jfree.chart.annotations.CategoryTextAnnotationTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,class,1,0.41666666,1,,0,
\jfreechart\src\main\java\org\jfree\chart\plot\PolarAxisLocation.java,org.jfree.chart.plot.PolarAxisLocation,enum,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\renderer\category\BoxAndWhiskerRendererTest.java,org.jfree.chart.renderer.category.BoxAndWhiskerRendererTest$Anonymous2,anonymous,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\OutlierListCollection.java,org.jfree.chart.renderer.OutlierListCollection,class,1,0.7083333,1,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\category\BoxAndWhiskerRendererTest.java,org.jfree.chart.renderer.category.BoxAndWhiskerRendererTest$Anonymous1,anonymous,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\plot\ThermometerPlotTest.java,org.jfree.chart.plot.ThermometerPlotTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\axis\MarkerAxisBand.java,org.jfree.chart.axis.MarkerAxisBand,class,1,0.48214287,1,,0,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYItemRenderer.java,org.jfree.chart.renderer.xy.XYItemRenderer,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\swing\NumberCellRenderer.java,org.jfree.chart.swing.NumberCellRenderer,class,6,0,0,,1,
\jfreechart\src\main\java\org\jfree\chart\entity\StandardEntityCollection.java,org.jfree.chart.entity.StandardEntityCollection,class,1,0.5,1,,0,
\jfreechart\src\test\java\org\jfree\chart\title\DateTitleTest.java,org.jfree.chart.title.DateTitleTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\axis\DateAxis.java,org.jfree.chart.axis.DateAxis$DefaultTimeline,innerclass,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\xy\AbstractXYDataset.java,org.jfree.data.xy.AbstractXYDataset,class,3,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\labels\StandardXYSeriesLabelGenerator.java,org.jfree.chart.labels.StandardXYSeriesLabelGenerator,class,1,0.7619048,1,,0,
\jfreechart\src\main\java\org\jfree\data\general\HeatMapDataset.java,org.jfree.data.general.HeatMapDataset,interface,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\xy\XIntervalSeriesCollectionTest.java,org.jfree.data.xy.XIntervalSeriesCollectionTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\annotations\XYPointerAnnotation.java,org.jfree.chart.annotations.XYPointerAnnotation,class,4,0.82298136,1,,0,
\jfreechart\src\main\java\org\jfree\chart\axis\DateAxis.java,org.jfree.chart.axis.DateAxis,class,3,0.9144386,1,,0,
\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialValueIndicator.java,org.jfree.chart.plot.dial.DialValueIndicator,class,2,0.8625001,1,,0,
\jfreechart\src\main\java\org\jfree\chart\plot\CategoryPlot.java,org.jfree.chart.plot.CategoryPlot,class,2,0.9729629,1,,0,
\jfreechart\src\main\java\org\jfree\chart\ChartUtils.java,org.jfree.chart.ChartUtils,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\event\MarkerChangeListener.java,org.jfree.chart.event.MarkerChangeListener,interface,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\time\MovingAverageTest.java,org.jfree.data.time.MovingAverageTest,class,1,0.5,1,,0,
\jfreechart\src\main\java\org\jfree\data\json\impl\JSONValue.java,org.jfree.data.json.impl.JSONValue,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\block\BlockContainerTest.java,org.jfree.chart.block.BlockContainerTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYSplineRenderer.java,org.jfree.chart.renderer.xy.XYSplineRenderer,class,7,0.5897436,0,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\category\CategoryStepRendererTest.java,org.jfree.chart.renderer.category.CategoryStepRendererTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\category\LayeredBarRenderer.java,org.jfree.chart.renderer.category.LayeredBarRenderer,class,4,0.7222222,1,,0,
\jfreechart\src\main\java\org\jfree\chart\entity\TitleEntity.java,org.jfree.chart.entity.TitleEntity,class,2,0.75,1,,0,
\jfreechart\src\main\java\org\jfree\chart\event\RendererChangeEvent.java,org.jfree.chart.event.RendererChangeEvent,class,2,0.375,1,,0,
\jfreechart\src\main\java\org\jfree\chart\text\G2TextMeasurer.java,org.jfree.chart.text.G2TextMeasurer,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\block\CenterArrangement.java,org.jfree.chart.block.CenterArrangement,class,1,1,1,,0,
\jfreechart\src\test\java\org\jfree\chart\labels\BoxAndWhiskerXYToolTipGeneratorTest.java,org.jfree.chart.labels.BoxAndWhiskerXYToolTipGeneratorTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\entity\NodeEntity.java,org.jfree.chart.entity.NodeEntity,class,2,0.25,1,,0,
\jfreechart\src\main\java\org\jfree\chart\labels\PieSectionLabelGenerator.java,org.jfree.chart.labels.PieSectionLabelGenerator,interface,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\general\DefaultHeatMapDatasetTest.java,org.jfree.data.general.DefaultHeatMapDatasetTest,class,1,0.6,1,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\category\DefaultCategoryItemRendererTest.java,org.jfree.chart.renderer.category.DefaultCategoryItemRendererTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\renderer\xy\RendererXYPackageUtils.java,org.jfree.chart.renderer.xy.RendererXYPackageUtils,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\urls\PieURLGenerator.java,org.jfree.chart.urls.PieURLGenerator,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\DefaultKeyedValues.java,org.jfree.data.DefaultKeyedValues,class,1,0.6818182,1,,0,
\jfreechart\src\test\java\org\jfree\chart\plot\compass\MiddlePinNeedleTest.java,org.jfree.chart.plot.compass.MiddlePinNeedleTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\plot\compass\LongNeedle.java,org.jfree.chart.plot.compass.LongNeedle,class,2,1,1,,0,
\jfreechart\src\main\java\org\jfree\data\statistics\BoxAndWhiskerCategoryDataset.java,org.jfree.data.statistics.BoxAndWhiskerCategoryDataset,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\labels\StandardXYItemLabelGenerator.java,org.jfree.chart.labels.StandardXYItemLabelGenerator,class,2,0.95,1,,0,
\jfreechart\src\test\java\org\jfree\chart\labels\StandardXYItemLabelGeneratorTest.java,org.jfree.chart.labels.StandardXYItemLabelGeneratorTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\event\ChartProgressEventType.java,org.jfree.chart.event.ChartProgressEventType,enum,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\entity\JFreeChartEntity.java,org.jfree.chart.entity.JFreeChartEntity,class,2,0.75,1,,0,
\jfreechart\src\main\java\org\jfree\chart\urls\XYURLGenerator.java,org.jfree.chart.urls.XYURLGenerator,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\time\TimePeriodValues.java,org.jfree.data.time.TimePeriodValues,class,2,0.8181819,1,,0,
\jfreechart\src\test\java\org\jfree\chart\plot\pie\PiePlotTest.java,org.jfree.chart.plot.pie.PiePlotTest$NullLegendLabelGenerator,innerclass,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\annotations\XYDrawableAnnotation.java,org.jfree.chart.annotations.XYDrawableAnnotation,class,3,0.6103896,1,,0,
\jfreechart\src\main\java\org\jfree\data\flow\FlowDataset.java,org.jfree.data.flow.FlowDataset,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\urls\CustomXYURLGenerator.java,org.jfree.chart.urls.CustomXYURLGenerator,class,1,0.6875,1,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\xy\XYErrorRendererTest.java,org.jfree.chart.renderer.xy.XYErrorRendererTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\XYLineChartTest.java,org.jfree.chart.XYLineChartTest,class,1,0.2,1,,0,
\jfreechart\src\main\java\org\jfree\data\time\DynamicTimeSeriesCollection.java,org.jfree.data.time.DynamicTimeSeriesCollection$ValueSequence,innerclass,1,0.25,1,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\AbstractRendererTest.java,org.jfree.chart.renderer.AbstractRendererTest,class,2,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\renderer\category\StatisticalBarRendererTest.java,org.jfree.chart.renderer.category.StatisticalBarRendererTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYStepAreaRenderer.java,org.jfree.chart.renderer.xy.XYStepAreaRenderer,class,3,0.87727267,1,,0,
\jfreechart\src\main\java\org\jfree\chart\renderer\category\GradientBarPainter.java,org.jfree.chart.renderer.category.GradientBarPainter,class,1,0.5185185,1,,0,
\jfreechart\src\main\java\org\jfree\data\general\DefaultKeyedValues2DDataset.java,org.jfree.data.general.DefaultKeyedValues2DDataset,class,3,NaN,1,,0,
\jfreechart\src\main\java\org\jfree\chart\plot\compass\PointerNeedle.java,org.jfree.chart.plot.compass.PointerNeedle,class,2,1,1,,0,
\jfreechart\src\test\java\org\jfree\chart\labels\StandardCategoryToolTipGeneratorTest.java,org.jfree.chart.labels.StandardCategoryToolTipGeneratorTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\time\Quarter.java,org.jfree.data.time.Quarter,class,2,0.7727273,1,,0,
\jfreechart\src\test\java\org\jfree\chart\LineChartTest.java,org.jfree.chart.LineChartTest$LocalListener,innerclass,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\renderer\xy\GradientXYBarPainterTest.java,org.jfree.chart.renderer.xy.GradientXYBarPainterTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\time\DynamicTimeSeriesCollection.java,org.jfree.data.time.DynamicTimeSeriesCollection,class,5,0.9101732,0,,0,
\jfreechart\src\test\java\org\jfree\data\xy\DefaultHighLowDatasetTest.java,org.jfree.data.xy.DefaultHighLowDatasetTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\plot\dial\ArcDialFrame.java,org.jfree.chart.plot.dial.ArcDialFrame,class,2,0.74500006,1,,0,
\jfreechart\src\test\java\org\jfree\chart\axis\SymbolAxisTest.java,org.jfree.chart.axis.SymbolAxisTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\DomainInfo.java,org.jfree.data.DomainInfo,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\gantt\XYTaskDataset.java,org.jfree.data.gantt.XYTaskDataset,class,4,0.6989247,1,,0,
\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialFrame.java,org.jfree.chart.plot.dial.DialFrame,interface,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\statistics\DefaultBoxAndWhiskerCategoryDatasetTest.java,org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDatasetTest,class,1,0.6666667,1,,0,
\jfreechart\src\test\java\org\jfree\data\KeyedObjectTest.java,org.jfree.data.KeyedObjectTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\axis\AxisSpace.java,org.jfree.chart.axis.AxisSpace,class,1,0.49473685,1,,0,
\jfreechart\src\main\java\org\jfree\data\function\PowerFunction2D.java,org.jfree.data.function.PowerFunction2D,class,1,0.16666667,1,,1,
\jfreechart\src\test\java\org\jfree\data\ComparableObjectSeriesTest.java,org.jfree.data.ComparableObjectSeriesTest,class,2,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\event\AnnotationChangeListener.java,org.jfree.chart.event.AnnotationChangeListener,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\general\KeyedValueDataset.java,org.jfree.data.general.KeyedValueDataset,interface,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\data\xy\XYIntervalDataItem.java,org.jfree.data.xy.XYIntervalDataItem,class,2,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\LookupPaintScale.java,org.jfree.chart.renderer.LookupPaintScale$PaintItem,innerclass,1,0.53333336,1,,0,
\jfreechart\src\main\java\org\jfree\chart\swing\editor\DefaultChartEditorFactory.java,org.jfree.chart.swing.editor.DefaultChartEditorFactory,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\data\statistics\DefaultMultiValueCategoryDatasetTest.java,org.jfree.data.statistics.DefaultMultiValueCategoryDatasetTest,class,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\axis\DateAxisTest.java,org.jfree.chart.axis.DateAxisTest,class,2,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\renderer\LookupPaintScale.java,org.jfree.chart.renderer.LookupPaintScale,class,1,0.6545455,1,,0,
\jfreechart\src\main\java\org\jfree\chart\swing\ChartPanel.java,org.jfree.chart.swing.ChartPanel,class,5,0.96109223,0,,0,
\jfreechart\src\test\java\org\jfree\chart\renderer\category\BarRendererTest.java,org.jfree.chart.renderer.category.BarRendererTest,class,1,0,1,,1,
\jfreechart\src\main\java\org\jfree\chart\block\EntityBlockParams.java,org.jfree.chart.block.EntityBlockParams,interface,1,0,1,,1,
\jfreechart\src\test\java\org\jfree\chart\JFreeChartTest.java,org.jfree.chart.JFreeChartTest,class,1,0.85714287,1,,0,
\jfreechart\src\main\java\org\jfree\chart\urls\CustomCategoryURLGenerator.java,org.jfree.chart.urls.CustomCategoryURLGenerator,class,1,0.375,1,,0,
